"Subject","Start Date","Start Time","End Date","End Time","All Day Event","Description"
"Bible reading","04/28/14","06:00:00 AM","04/28/14","06:30:00 AM","False","Mark 1; Numbers 1; 2 Corinthians 8; Revelation 10; Song of Songs 2; Psalms 118; Proverbs 25; 1 Kings 14; Jeremiah 52; Acts 6

http://www.biblegateway.com/passage/?search=Mark%201,%20Numbers%201,%202%20Corinthians%208,%20Revelation%2010,%20Song%20of%20Songs%202,%20Psalms%20118,%20Proverbs%2025,%201%20Kings%2014,%20Jeremiah%2052,%20Acts%206&version=NLT"
"Bible reading","04/29/14","06:00:00 AM","04/29/14","06:30:00 AM","False","Mark 2; Numbers 2; 2 Corinthians 9; Revelation 11; Song of Songs 3; Psalms 119; Proverbs 26; 1 Kings 15; Lamentations 1; Acts 7

http://www.biblegateway.com/passage/?search=Mark%202,%20Numbers%202,%202%20Corinthians%209,%20Revelation%2011,%20Song%20of%20Songs%203,%20Psalms%20119,%20Proverbs%2026,%201%20Kings%2015,%20Lamentations%201,%20Acts%207&version=NLT"
"Bible reading","04/30/14","06:00:00 AM","04/30/14","06:30:00 AM","False","Mark 3; Numbers 3; 2 Corinthians 10; Revelation 12; Song of Songs 4; Psalms 120; Proverbs 27; 1 Kings 16; Lamentations 2; Acts 8

http://www.biblegateway.com/passage/?search=Mark%203,%20Numbers%203,%202%20Corinthians%2010,%20Revelation%2012,%20Song%20of%20Songs%204,%20Psalms%20120,%20Proverbs%2027,%201%20Kings%2016,%20Lamentations%202,%20Acts%208&version=NLT"
"Bible reading","05/01/14","06:00:00 AM","05/01/14","06:30:00 AM","False","Mark 4; Numbers 4; 2 Corinthians 11; Revelation 13; Song of Songs 5; Psalms 121; Proverbs 28; 1 Kings 17; Lamentations 3; Acts 9

http://www.biblegateway.com/passage/?search=Mark%204,%20Numbers%204,%202%20Corinthians%2011,%20Revelation%2013,%20Song%20of%20Songs%205,%20Psalms%20121,%20Proverbs%2028,%201%20Kings%2017,%20Lamentations%203,%20Acts%209&version=NLT"
"Bible reading","05/02/14","06:00:00 AM","05/02/14","06:30:00 AM","False","Mark 5; Numbers 5; 2 Corinthians 12; Revelation 14; Song of Songs 6; Psalms 122; Proverbs 29; 1 Kings 18; Lamentations 4; Acts 10

http://www.biblegateway.com/passage/?search=Mark%205,%20Numbers%205,%202%20Corinthians%2012,%20Revelation%2014,%20Song%20of%20Songs%206,%20Psalms%20122,%20Proverbs%2029,%201%20Kings%2018,%20Lamentations%204,%20Acts%2010&version=NLT"
"Bible reading","05/03/14","06:00:00 AM","05/03/14","06:30:00 AM","False","Mark 6; Numbers 6; 2 Corinthians 13; Revelation 15; Song of Songs 7; Psalms 123; Proverbs 30; 1 Kings 19; Lamentations 5; Acts 11

http://www.biblegateway.com/passage/?search=Mark%206,%20Numbers%206,%202%20Corinthians%2013,%20Revelation%2015,%20Song%20of%20Songs%207,%20Psalms%20123,%20Proverbs%2030,%201%20Kings%2019,%20Lamentations%205,%20Acts%2011&version=NLT"
"Bible reading","05/04/14","06:00:00 AM","05/04/14","06:30:00 AM","False","Mark 7; Numbers 7; Galatians 1; Revelation 16; Song of Songs 8; Psalms 124; Proverbs 31; 1 Kings 20; Ezekiel 1; Acts 12

http://www.biblegateway.com/passage/?search=Mark%207,%20Numbers%207,%20Galatians%201,%20Revelation%2016,%20Song%20of%20Songs%208,%20Psalms%20124,%20Proverbs%2031,%201%20Kings%2020,%20Ezekiel%201,%20Acts%2012&version=NLT"
"Bible reading","05/05/14","06:00:00 AM","05/05/14","06:30:00 AM","False","Mark 8; Numbers 8; Galatians 2; Revelation 17; Job 1; Psalms 125; Proverbs 1; 1 Kings 21; Ezekiel 2; Acts 13

http://www.biblegateway.com/passage/?search=Mark%208,%20Numbers%208,%20Galatians%202,%20Revelation%2017,%20Job%201,%20Psalms%20125,%20Proverbs%201,%201%20Kings%2021,%20Ezekiel%202,%20Acts%2013&version=NLT"
"Bible reading","05/06/14","06:00:00 AM","05/06/14","06:30:00 AM","False","Mark 9; Numbers 9; Galatians 3; Revelation 18; Job 2; Psalms 126; Proverbs 2; 1 Kings 22; Ezekiel 3; Acts 14

http://www.biblegateway.com/passage/?search=Mark%209,%20Numbers%209,%20Galatians%203,%20Revelation%2018,%20Job%202,%20Psalms%20126,%20Proverbs%202,%201%20Kings%2022,%20Ezekiel%203,%20Acts%2014&version=NLT"
"Bible reading","05/07/14","06:00:00 AM","05/07/14","06:30:00 AM","False","Mark 10; Numbers 10; Galatians 4; Revelation 19; Job 3; Psalms 127; Proverbs 3; 2 Kings 1; Ezekiel 4; Acts 15

http://www.biblegateway.com/passage/?search=Mark%2010,%20Numbers%2010,%20Galatians%204,%20Revelation%2019,%20Job%203,%20Psalms%20127,%20Proverbs%203,%202%20Kings%201,%20Ezekiel%204,%20Acts%2015&version=NLT"
"Bible reading","05/08/14","06:00:00 AM","05/08/14","06:30:00 AM","False","Mark 11; Numbers 11; Galatians 5; Revelation 20; Job 4; Psalms 128; Proverbs 4; 2 Kings 2; Ezekiel 5; Acts 16

http://www.biblegateway.com/passage/?search=Mark%2011,%20Numbers%2011,%20Galatians%205,%20Revelation%2020,%20Job%204,%20Psalms%20128,%20Proverbs%204,%202%20Kings%202,%20Ezekiel%205,%20Acts%2016&version=NLT"
"Bible reading","05/09/14","06:00:00 AM","05/09/14","06:30:00 AM","False","Mark 12; Numbers 12; Galatians 6; Revelation 21; Job 5; Psalms 129; Proverbs 5; 2 Kings 3; Ezekiel 6; Acts 17

http://www.biblegateway.com/passage/?search=Mark%2012,%20Numbers%2012,%20Galatians%206,%20Revelation%2021,%20Job%205,%20Psalms%20129,%20Proverbs%205,%202%20Kings%203,%20Ezekiel%206,%20Acts%2017&version=NLT"
"Bible reading","05/10/14","06:00:00 AM","05/10/14","06:30:00 AM","False","Mark 13; Numbers 13; Ephesians 1; Revelation 22; Job 6; Psalms 130; Proverbs 6; 2 Kings 4; Ezekiel 7; Acts 18

http://www.biblegateway.com/passage/?search=Mark%2013,%20Numbers%2013,%20Ephesians%201,%20Revelation%2022,%20Job%206,%20Psalms%20130,%20Proverbs%206,%202%20Kings%204,%20Ezekiel%207,%20Acts%2018&version=NLT"
"Bible reading","05/11/14","06:00:00 AM","05/11/14","06:30:00 AM","False","Mark 14; Numbers 14; Ephesians 2; 1 Thessalonians 1; Job 7; Psalms 131; Proverbs 7; 2 Kings 5; Ezekiel 8; Acts 19

http://www.biblegateway.com/passage/?search=Mark%2014,%20Numbers%2014,%20Ephesians%202,%201%20Thessalonians%201,%20Job%207,%20Psalms%20131,%20Proverbs%207,%202%20Kings%205,%20Ezekiel%208,%20Acts%2019&version=NLT"
"Bible reading","05/12/14","06:00:00 AM","05/12/14","06:30:00 AM","False","Mark 15; Numbers 15; Ephesians 3; 1 Thessalonians 2; Job 8; Psalms 132; Proverbs 8; 2 Kings 6; Ezekiel 9; Acts 20

http://www.biblegateway.com/passage/?search=Mark%2015,%20Numbers%2015,%20Ephesians%203,%201%20Thessalonians%202,%20Job%208,%20Psalms%20132,%20Proverbs%208,%202%20Kings%206,%20Ezekiel%209,%20Acts%2020&version=NLT"
"Bible reading","05/13/14","06:00:00 AM","05/13/14","06:30:00 AM","False","Mark 16; Numbers 16; Ephesians 4; 1 Thessalonians 3; Job 9; Psalms 133; Proverbs 9; 2 Kings 7; Ezekiel 10; Acts 21

http://www.biblegateway.com/passage/?search=Mark%2016,%20Numbers%2016,%20Ephesians%204,%201%20Thessalonians%203,%20Job%209,%20Psalms%20133,%20Proverbs%209,%202%20Kings%207,%20Ezekiel%2010,%20Acts%2021&version=NLT"
"Bible reading","05/14/14","06:00:00 AM","05/14/14","06:30:00 AM","False","Luke 1; Numbers 17; Ephesians 5; 1 Thessalonians 4; Job 10; Psalms 134; Proverbs 10; 2 Kings 8; Ezekiel 11; Acts 22

http://www.biblegateway.com/passage/?search=Luke%201,%20Numbers%2017,%20Ephesians%205,%201%20Thessalonians%204,%20Job%2010,%20Psalms%20134,%20Proverbs%2010,%202%20Kings%208,%20Ezekiel%2011,%20Acts%2022&version=NLT"
"Bible reading","05/15/14","06:00:00 AM","05/15/14","06:30:00 AM","False","Luke 2; Numbers 18; Ephesians 6; 1 Thessalonians 5; Job 11; Psalms 135; Proverbs 11; 2 Kings 9; Ezekiel 12; Acts 23

http://www.biblegateway.com/passage/?search=Luke%202,%20Numbers%2018,%20Ephesians%206,%201%20Thessalonians%205,%20Job%2011,%20Psalms%20135,%20Proverbs%2011,%202%20Kings%209,%20Ezekiel%2012,%20Acts%2023&version=NLT"
"Bible reading","05/16/14","06:00:00 AM","05/16/14","06:30:00 AM","False","Luke 3; Numbers 19; Philippians 1; 2 Thessalonians 1; Job 12; Psalms 136; Proverbs 12; 2 Kings 10; Ezekiel 13; Acts 24

http://www.biblegateway.com/passage/?search=Luke%203,%20Numbers%2019,%20Philippians%201,%202%20Thessalonians%201,%20Job%2012,%20Psalms%20136,%20Proverbs%2012,%202%20Kings%2010,%20Ezekiel%2013,%20Acts%2024&version=NLT"
"Bible reading","05/17/14","06:00:00 AM","05/17/14","06:30:00 AM","False","Luke 4; Numbers 20; Philippians 2; 2 Thessalonians 2; Job 13; Psalms 137; Proverbs 13; 2 Kings 11; Ezekiel 14; Acts 25

http://www.biblegateway.com/passage/?search=Luke%204,%20Numbers%2020,%20Philippians%202,%202%20Thessalonians%202,%20Job%2013,%20Psalms%20137,%20Proverbs%2013,%202%20Kings%2011,%20Ezekiel%2014,%20Acts%2025&version=NLT"
"Bible reading","05/18/14","06:00:00 AM","05/18/14","06:30:00 AM","False","Luke 5; Numbers 21; Philippians 3; 2 Thessalonians 3; Job 14; Psalms 138; Proverbs 14; 2 Kings 12; Ezekiel 15; Acts 26

http://www.biblegateway.com/passage/?search=Luke%205,%20Numbers%2021,%20Philippians%203,%202%20Thessalonians%203,%20Job%2014,%20Psalms%20138,%20Proverbs%2014,%202%20Kings%2012,%20Ezekiel%2015,%20Acts%2026&version=NLT"
"Bible reading","05/19/14","06:00:00 AM","05/19/14","06:30:00 AM","False","Luke 6; Numbers 22; Philippians 4; 1 Timothy 1; Job 15; Psalms 139; Proverbs 15; 2 Kings 13; Ezekiel 16; Acts 27

http://www.biblegateway.com/passage/?search=Luke%206,%20Numbers%2022,%20Philippians%204,%201%20Timothy%201,%20Job%2015,%20Psalms%20139,%20Proverbs%2015,%202%20Kings%2013,%20Ezekiel%2016,%20Acts%2027&version=NLT"
"Bible reading","05/20/14","06:00:00 AM","05/20/14","06:30:00 AM","False","Luke 7; Numbers 23; Colossians 1; 1 Timothy 2; Job 16; Psalms 140; Proverbs 16; 2 Kings 14; Ezekiel 17; Acts 28

http://www.biblegateway.com/passage/?search=Luke%207,%20Numbers%2023,%20Colossians%201,%201%20Timothy%202,%20Job%2016,%20Psalms%20140,%20Proverbs%2016,%202%20Kings%2014,%20Ezekiel%2017,%20Acts%2028&version=NLT"
"Bible reading","05/21/14","06:00:00 AM","05/21/14","06:30:00 AM","False","Luke 8; Numbers 24; Colossians 2; 1 Timothy 3; Job 17; Psalms 141; Proverbs 17; 2 Kings 15; Ezekiel 18; Acts 1

http://www.biblegateway.com/passage/?search=Luke%208,%20Numbers%2024,%20Colossians%202,%201%20Timothy%203,%20Job%2017,%20Psalms%20141,%20Proverbs%2017,%202%20Kings%2015,%20Ezekiel%2018,%20Acts%201&version=NLT"
"Bible reading","05/22/14","06:00:00 AM","05/22/14","06:30:00 AM","False","Luke 9; Numbers 25; Colossians 3; 1 Timothy 4; Job 18; Psalms 142; Proverbs 18; 2 Kings 16; Ezekiel 19; Acts 2

http://www.biblegateway.com/passage/?search=Luke%209,%20Numbers%2025,%20Colossians%203,%201%20Timothy%204,%20Job%2018,%20Psalms%20142,%20Proverbs%2018,%202%20Kings%2016,%20Ezekiel%2019,%20Acts%202&version=NLT"
"Bible reading","05/23/14","06:00:00 AM","05/23/14","06:30:00 AM","False","Luke 10; Numbers 26; Colossians 4; 1 Timothy 5; Job 19; Psalms 143; Proverbs 19; 2 Kings 17; Ezekiel 20; Acts 3

http://www.biblegateway.com/passage/?search=Luke%2010,%20Numbers%2026,%20Colossians%204,%201%20Timothy%205,%20Job%2019,%20Psalms%20143,%20Proverbs%2019,%202%20Kings%2017,%20Ezekiel%2020,%20Acts%203&version=NLT"
"Bible reading","05/24/14","06:00:00 AM","05/24/14","06:30:00 AM","False","Luke 11; Numbers 27; Hebrews 1; 1 Timothy 6; Job 20; Psalms 144; Proverbs 20; 2 Kings 18; Ezekiel 21; Acts 4

http://www.biblegateway.com/passage/?search=Luke%2011,%20Numbers%2027,%20Hebrews%201,%201%20Timothy%206,%20Job%2020,%20Psalms%20144,%20Proverbs%2020,%202%20Kings%2018,%20Ezekiel%2021,%20Acts%204&version=NLT"
"Bible reading","05/25/14","06:00:00 AM","05/25/14","06:30:00 AM","False","Luke 12; Numbers 28; Hebrews 2; 2 Timothy 1; Job 21; Psalms 145; Proverbs 21; 2 Kings 19; Ezekiel 22; Acts 5

http://www.biblegateway.com/passage/?search=Luke%2012,%20Numbers%2028,%20Hebrews%202,%202%20Timothy%201,%20Job%2021,%20Psalms%20145,%20Proverbs%2021,%202%20Kings%2019,%20Ezekiel%2022,%20Acts%205&version=NLT"
"Bible reading","05/26/14","06:00:00 AM","05/26/14","06:30:00 AM","False","Luke 13; Numbers 29; Hebrews 3; 2 Timothy 2; Job 22; Psalms 146; Proverbs 22; 2 Kings 20; Ezekiel 23; Acts 6

http://www.biblegateway.com/passage/?search=Luke%2013,%20Numbers%2029,%20Hebrews%203,%202%20Timothy%202,%20Job%2022,%20Psalms%20146,%20Proverbs%2022,%202%20Kings%2020,%20Ezekiel%2023,%20Acts%206&version=NLT"
"Bible reading","05/27/14","06:00:00 AM","05/27/14","06:30:00 AM","False","Luke 14; Numbers 30; Hebrews 4; 2 Timothy 3; Job 23; Psalms 147; Proverbs 23; 2 Kings 21; Ezekiel 24; Acts 7

http://www.biblegateway.com/passage/?search=Luke%2014,%20Numbers%2030,%20Hebrews%204,%202%20Timothy%203,%20Job%2023,%20Psalms%20147,%20Proverbs%2023,%202%20Kings%2021,%20Ezekiel%2024,%20Acts%207&version=NLT"
"Bible reading","05/28/14","06:00:00 AM","05/28/14","06:30:00 AM","False","Luke 15; Numbers 31; Hebrews 5; 2 Timothy 4; Job 24; Psalms 148; Proverbs 24; 2 Kings 22; Ezekiel 25; Acts 8

http://www.biblegateway.com/passage/?search=Luke%2015,%20Numbers%2031,%20Hebrews%205,%202%20Timothy%204,%20Job%2024,%20Psalms%20148,%20Proverbs%2024,%202%20Kings%2022,%20Ezekiel%2025,%20Acts%208&version=NLT"
"Bible reading","05/29/14","06:00:00 AM","05/29/14","06:30:00 AM","False","Luke 16; Numbers 32; Hebrews 6; Titus 1; Job 25; Psalms 149; Proverbs 25; 2 Kings 23; Ezekiel 26; Acts 9

http://www.biblegateway.com/passage/?search=Luke%2016,%20Numbers%2032,%20Hebrews%206,%20Titus%201,%20Job%2025,%20Psalms%20149,%20Proverbs%2025,%202%20Kings%2023,%20Ezekiel%2026,%20Acts%209&version=NLT"
"Bible reading","05/30/14","06:00:00 AM","05/30/14","06:30:00 AM","False","Luke 17; Numbers 33; Hebrews 7; Titus 2; Job 26; Psalms 150; Proverbs 26; 2 Kings 24; Ezekiel 27; Acts 10

http://www.biblegateway.com/passage/?search=Luke%2017,%20Numbers%2033,%20Hebrews%207,%20Titus%202,%20Job%2026,%20Psalms%20150,%20Proverbs%2026,%202%20Kings%2024,%20Ezekiel%2027,%20Acts%2010&version=NLT"
"Bible reading","05/31/14","06:00:00 AM","05/31/14","06:30:00 AM","False","Luke 18; Numbers 34; Hebrews 8; Titus 3; Job 27; Psalms 1; Proverbs 27; 2 Kings 25; Ezekiel 28; Acts 11

http://www.biblegateway.com/passage/?search=Luke%2018,%20Numbers%2034,%20Hebrews%208,%20Titus%203,%20Job%2027,%20Psalms%201,%20Proverbs%2027,%202%20Kings%2025,%20Ezekiel%2028,%20Acts%2011&version=NLT"
"Bible reading","06/01/14","06:00:00 AM","06/01/14","06:30:00 AM","False","Luke 19; Numbers 35; Hebrews 9; Philemon 1; Job 28; Psalms 2; Proverbs 28; 1 Chronicles 1; Ezekiel 29; Acts 12

http://www.biblegateway.com/passage/?search=Luke%2019,%20Numbers%2035,%20Hebrews%209,%20Philemon%201,%20Job%2028,%20Psalms%202,%20Proverbs%2028,%201%20Chronicles%201,%20Ezekiel%2029,%20Acts%2012&version=NLT"
"Bible reading","06/02/14","06:00:00 AM","06/02/14","06:30:00 AM","False","Luke 20; Numbers 36; Hebrews 10; James 1; Job 29; Psalms 3; Proverbs 29; 1 Chronicles 2; Ezekiel 30; Acts 13

http://www.biblegateway.com/passage/?search=Luke%2020,%20Numbers%2036,%20Hebrews%2010,%20James%201,%20Job%2029,%20Psalms%203,%20Proverbs%2029,%201%20Chronicles%202,%20Ezekiel%2030,%20Acts%2013&version=NLT"
"Bible reading","06/03/14","06:00:00 AM","06/03/14","06:30:00 AM","False","Luke 21; Deuteronomy 1; Hebrews 11; James 2; Job 30; Psalms 4; Proverbs 30; 1 Chronicles 3; Ezekiel 31; Acts 14

http://www.biblegateway.com/passage/?search=Luke%2021,%20Deuteronomy%201,%20Hebrews%2011,%20James%202,%20Job%2030,%20Psalms%204,%20Proverbs%2030,%201%20Chronicles%203,%20Ezekiel%2031,%20Acts%2014&version=NLT"
"Bible reading","06/04/14","06:00:00 AM","06/04/14","06:30:00 AM","False","Luke 22; Deuteronomy 2; Hebrews 12; James 3; Job 31; Psalms 5; Proverbs 31; 1 Chronicles 4; Ezekiel 32; Acts 15

http://www.biblegateway.com/passage/?search=Luke%2022,%20Deuteronomy%202,%20Hebrews%2012,%20James%203,%20Job%2031,%20Psalms%205,%20Proverbs%2031,%201%20Chronicles%204,%20Ezekiel%2032,%20Acts%2015&version=NLT"
"Bible reading","06/05/14","06:00:00 AM","06/05/14","06:30:00 AM","False","Luke 23; Deuteronomy 3; Hebrews 13; James 4; Job 32; Psalms 6; Proverbs 1; 1 Chronicles 5; Ezekiel 33; Acts 16

http://www.biblegateway.com/passage/?search=Luke%2023,%20Deuteronomy%203,%20Hebrews%2013,%20James%204,%20Job%2032,%20Psalms%206,%20Proverbs%201,%201%20Chronicles%205,%20Ezekiel%2033,%20Acts%2016&version=NLT"
"Bible reading","06/06/14","06:00:00 AM","06/06/14","06:30:00 AM","False","Luke 24; Deuteronomy 4; Romans 1; James 5; Job 33; Psalms 7; Proverbs 2; 1 Chronicles 6; Ezekiel 34; Acts 17

http://www.biblegateway.com/passage/?search=Luke%2024,%20Deuteronomy%204,%20Romans%201,%20James%205,%20Job%2033,%20Psalms%207,%20Proverbs%202,%201%20Chronicles%206,%20Ezekiel%2034,%20Acts%2017&version=NLT"
"Bible reading","06/07/14","06:00:00 AM","06/07/14","06:30:00 AM","False","John 1; Deuteronomy 5; Romans 2; 1 Peter 1; Job 34; Psalms 8; Proverbs 3; 1 Chronicles 7; Ezekiel 35; Acts 18

http://www.biblegateway.com/passage/?search=John%201,%20Deuteronomy%205,%20Romans%202,%201%20Peter%201,%20Job%2034,%20Psalms%208,%20Proverbs%203,%201%20Chronicles%207,%20Ezekiel%2035,%20Acts%2018&version=NLT"
"Bible reading","06/08/14","06:00:00 AM","06/08/14","06:30:00 AM","False","John 2; Deuteronomy 6; Romans 3; 1 Peter 2; Job 35; Psalms 9; Proverbs 4; 1 Chronicles 8; Ezekiel 36; Acts 19

http://www.biblegateway.com/passage/?search=John%202,%20Deuteronomy%206,%20Romans%203,%201%20Peter%202,%20Job%2035,%20Psalms%209,%20Proverbs%204,%201%20Chronicles%208,%20Ezekiel%2036,%20Acts%2019&version=NLT"
"Bible reading","06/09/14","06:00:00 AM","06/09/14","06:30:00 AM","False","John 3; Deuteronomy 7; Romans 4; 1 Peter 3; Job 36; Psalms 10; Proverbs 5; 1 Chronicles 9; Ezekiel 37; Acts 20

http://www.biblegateway.com/passage/?search=John%203,%20Deuteronomy%207,%20Romans%204,%201%20Peter%203,%20Job%2036,%20Psalms%2010,%20Proverbs%205,%201%20Chronicles%209,%20Ezekiel%2037,%20Acts%2020&version=NLT"
"Bible reading","06/10/14","06:00:00 AM","06/10/14","06:30:00 AM","False","John 4; Deuteronomy 8; Romans 5; 1 Peter 4; Job 37; Psalms 11; Proverbs 6; 1 Chronicles 10; Ezekiel 38; Acts 21

http://www.biblegateway.com/passage/?search=John%204,%20Deuteronomy%208,%20Romans%205,%201%20Peter%204,%20Job%2037,%20Psalms%2011,%20Proverbs%206,%201%20Chronicles%2010,%20Ezekiel%2038,%20Acts%2021&version=NLT"
"Bible reading","06/11/14","06:00:00 AM","06/11/14","06:30:00 AM","False","John 5; Deuteronomy 9; Romans 6; 1 Peter 5; Job 38; Psalms 12; Proverbs 7; 1 Chronicles 11; Ezekiel 39; Acts 22

http://www.biblegateway.com/passage/?search=John%205,%20Deuteronomy%209,%20Romans%206,%201%20Peter%205,%20Job%2038,%20Psalms%2012,%20Proverbs%207,%201%20Chronicles%2011,%20Ezekiel%2039,%20Acts%2022&version=NLT"
"Bible reading","06/12/14","06:00:00 AM","06/12/14","06:30:00 AM","False","John 6; Deuteronomy 10; Romans 7; 2 Peter 1; Job 39; Psalms 13; Proverbs 8; 1 Chronicles 12; Ezekiel 40; Acts 23

http://www.biblegateway.com/passage/?search=John%206,%20Deuteronomy%2010,%20Romans%207,%202%20Peter%201,%20Job%2039,%20Psalms%2013,%20Proverbs%208,%201%20Chronicles%2012,%20Ezekiel%2040,%20Acts%2023&version=NLT"
"Bible reading","06/13/14","06:00:00 AM","06/13/14","06:30:00 AM","False","John 7; Deuteronomy 11; Romans 8; 2 Peter 2; Job 40; Psalms 14; Proverbs 9; 1 Chronicles 13; Ezekiel 41; Acts 24

http://www.biblegateway.com/passage/?search=John%207,%20Deuteronomy%2011,%20Romans%208,%202%20Peter%202,%20Job%2040,%20Psalms%2014,%20Proverbs%209,%201%20Chronicles%2013,%20Ezekiel%2041,%20Acts%2024&version=NLT"
"Bible reading","06/14/14","06:00:00 AM","06/14/14","06:30:00 AM","False","John 8; Deuteronomy 12; Romans 9; 2 Peter 3; Job 41; Psalms 15; Proverbs 10; 1 Chronicles 14; Ezekiel 42; Acts 25

http://www.biblegateway.com/passage/?search=John%208,%20Deuteronomy%2012,%20Romans%209,%202%20Peter%203,%20Job%2041,%20Psalms%2015,%20Proverbs%2010,%201%20Chronicles%2014,%20Ezekiel%2042,%20Acts%2025&version=NLT"
"Bible reading","06/15/14","06:00:00 AM","06/15/14","06:30:00 AM","False","John 9; Deuteronomy 13; Romans 10; 1 John 1; Job 42; Psalms 16; Proverbs 11; 1 Chronicles 15; Ezekiel 43; Acts 26

http://www.biblegateway.com/passage/?search=John%209,%20Deuteronomy%2013,%20Romans%2010,%201%20John%201,%20Job%2042,%20Psalms%2016,%20Proverbs%2011,%201%20Chronicles%2015,%20Ezekiel%2043,%20Acts%2026&version=NLT"
"Bible reading","06/16/14","06:00:00 AM","06/16/14","06:30:00 AM","False","John 10; Deuteronomy 14; Romans 11; 1 John 2; Ecclesiastes 1; Psalms 17; Proverbs 12; 1 Chronicles 16; Ezekiel 44; Acts 27

http://www.biblegateway.com/passage/?search=John%2010,%20Deuteronomy%2014,%20Romans%2011,%201%20John%202,%20Ecclesiastes%201,%20Psalms%2017,%20Proverbs%2012,%201%20Chronicles%2016,%20Ezekiel%2044,%20Acts%2027&version=NLT"
"Bible reading","06/17/14","06:00:00 AM","06/17/14","06:30:00 AM","False","John 11; Deuteronomy 15; Romans 12; 1 John 3; Ecclesiastes 2; Psalms 18; Proverbs 13; 1 Chronicles 17; Ezekiel 45; Acts 28

http://www.biblegateway.com/passage/?search=John%2011,%20Deuteronomy%2015,%20Romans%2012,%201%20John%203,%20Ecclesiastes%202,%20Psalms%2018,%20Proverbs%2013,%201%20Chronicles%2017,%20Ezekiel%2045,%20Acts%2028&version=NLT"
"Bible reading","06/18/14","06:00:00 AM","06/18/14","06:30:00 AM","False","John 12; Deuteronomy 16; Romans 13; 1 John 4; Ecclesiastes 3; Psalms 19; Proverbs 14; 1 Chronicles 18; Ezekiel 46; Acts 1

http://www.biblegateway.com/passage/?search=John%2012,%20Deuteronomy%2016,%20Romans%2013,%201%20John%204,%20Ecclesiastes%203,%20Psalms%2019,%20Proverbs%2014,%201%20Chronicles%2018,%20Ezekiel%2046,%20Acts%201&version=NLT"
"Bible reading","06/19/14","06:00:00 AM","06/19/14","06:30:00 AM","False","John 13; Deuteronomy 17; Romans 14; 1 John 5; Ecclesiastes 4; Psalms 20; Proverbs 15; 1 Chronicles 19; Ezekiel 47; Acts 2

http://www.biblegateway.com/passage/?search=John%2013,%20Deuteronomy%2017,%20Romans%2014,%201%20John%205,%20Ecclesiastes%204,%20Psalms%2020,%20Proverbs%2015,%201%20Chronicles%2019,%20Ezekiel%2047,%20Acts%202&version=NLT"
"Bible reading","06/20/14","06:00:00 AM","06/20/14","06:30:00 AM","False","John 14; Deuteronomy 18; Romans 15; 2 John 1; Ecclesiastes 5; Psalms 21; Proverbs 16; 1 Chronicles 20; Ezekiel 48; Acts 3

http://www.biblegateway.com/passage/?search=John%2014,%20Deuteronomy%2018,%20Romans%2015,%202%20John%201,%20Ecclesiastes%205,%20Psalms%2021,%20Proverbs%2016,%201%20Chronicles%2020,%20Ezekiel%2048,%20Acts%203&version=NLT"
"Bible reading","06/21/14","06:00:00 AM","06/21/14","06:30:00 AM","False","John 15; Deuteronomy 19; Romans 16; 3 John 1; Ecclesiastes 6; Psalms 22; Proverbs 17; 1 Chronicles 21; Daniel 1; Acts 4

http://www.biblegateway.com/passage/?search=John%2015,%20Deuteronomy%2019,%20Romans%2016,%203%20John%201,%20Ecclesiastes%206,%20Psalms%2022,%20Proverbs%2017,%201%20Chronicles%2021,%20Daniel%201,%20Acts%204&version=NLT"
"Bible reading","06/22/14","06:00:00 AM","06/22/14","06:30:00 AM","False","John 16; Deuteronomy 20; 1 Corinthians 1; Jude 1; Ecclesiastes 7; Psalms 23; Proverbs 18; 1 Chronicles 22; Daniel 2; Acts 5

http://www.biblegateway.com/passage/?search=John%2016,%20Deuteronomy%2020,%201%20Corinthians%201,%20Jude%201,%20Ecclesiastes%207,%20Psalms%2023,%20Proverbs%2018,%201%20Chronicles%2022,%20Daniel%202,%20Acts%205&version=NLT"
"Bible reading","06/23/14","06:00:00 AM","06/23/14","06:30:00 AM","False","John 17; Deuteronomy 21; 1 Corinthians 2; Revelation 1; Ecclesiastes 8; Psalms 24; Proverbs 19; 1 Chronicles 23; Daniel 3; Acts 6

http://www.biblegateway.com/passage/?search=John%2017,%20Deuteronomy%2021,%201%20Corinthians%202,%20Revelation%201,%20Ecclesiastes%208,%20Psalms%2024,%20Proverbs%2019,%201%20Chronicles%2023,%20Daniel%203,%20Acts%206&version=NLT"
"Bible reading","06/24/14","06:00:00 AM","06/24/14","06:30:00 AM","False","John 18; Deuteronomy 22; 1 Corinthians 3; Revelation 2; Ecclesiastes 9; Psalms 25; Proverbs 20; 1 Chronicles 24; Daniel 4; Acts 7

http://www.biblegateway.com/passage/?search=John%2018,%20Deuteronomy%2022,%201%20Corinthians%203,%20Revelation%202,%20Ecclesiastes%209,%20Psalms%2025,%20Proverbs%2020,%201%20Chronicles%2024,%20Daniel%204,%20Acts%207&version=NLT"
